subject,label,position,trial,prob
1,1,42,3,0.7113208174705505
1,1,44,3,0.8082131445407867
1,1,46,3,0.9061165452003479
1,1,48,3,0.9759919941425323
1,1,50,3,0.983239620923996
1,1,52,3,0.9721872210502625
1,1,54,3,0.9856098890304565
1,1,56,3,0.9726547300815582
1,1,58,3,0.9939377009868622
1,1,60,3,0.9968931078910828
1,1,62,3,0.9948484897613525
1,1,63,3,0.9945588111877441
1,1,64,3,0.9905697107315063
1,0,0,4,0.05335696414113045
1,0,2,4,0.03561789356172085
1,0,4,4,0.2022639364004135
1,0,6,4,0.09555453062057495
1,0,8,4,0.06670619174838066
1,0,10,4,0.09065121412277222
1,0,12,4,0.166009072214365
1,0,14,4,0.017255025450140238
1,0,16,4,0.010974801611155272
1,0,18,4,0.04787577874958515
1,0,20,4,0.19130262732505798
1,0,22,4,0.006723333615809679
1,0,24,4,0.0037423274479806423
1,0,26,4,0.017409938387572765
1,0,28,4,0.003963438561186194
1,1,30,4,0.05823417939245701
1,1,32,4,0.42430685460567474
1,1,34,4,0.5524409413337708
1,1,36,4,0.7788789570331573
1,1,38,4,0.7567107975482941
1,1,40,4,0.7018890380859375
1,1,42,4,0.76384037733078
1,1,44,4,0.8145297169685364
1,1,46,4,0.9337458610534668
1,1,48,4,0.9403899312019348
1,1,50,4,0.9756161272525787
1,1,52,4,0.9823836088180542
1,1,54,4,0.9435666501522064
1,1,56,4,0.9585001468658447
1,1,58,4,0.9708622694015503
1,0,0,5,0.004828323260881007
1,0,2,5,0.21080581098794937
1,0,4,5,0.10460196807980537
1,0,6,5,0.92719766497612
1,0,8,5,0.03491067513823509
1,0,10,5,0.0003945697972085327
1,0,12,5,0.000873738550581038
1,0,14,5,0.0063955828081816435
1,0,16,5,0.25237347930669785
1,0,18,5,0.05968457646667957
1,0,20,5,0.16686847805976868
1,0,22,5,0.0016210733738262206
1,0,24,5,0.33936677873134613
1,0,26,5,0.8661794066429138
1,0,28,5,0.720679372549057
1,1,30,5,0.3342481106519699
1,1,32,5,0.9442424178123474
1,1,34,5,0.9615804851055145
1,1,36,5,0.9522678852081299
1,1,38,5,0.9440517723560333
1,1,40,5,0.9079854786396027
1,1,42,5,0.9615790545940399
1,0,0,6,0.002602110616862774
1,0,2,6,0.007856756448745728
1,0,4,6,0.0064059116411954165
1,0,6,6,0.003284155041910708
1,0,8,6,0.01581787783652544
1,0,10,6,0.013703134842216969
1,0,12,6,0.061010509729385376
1,0,14,6,0.13244252279400826
1,0,16,6,0.017277485923841596
1,0,18,6,0.18444757163524628
1,0,20,6,0.07737329229712486
1,0,22,6,0.48152588307857513
1,0,24,6,0.6847998797893524
1,0,26,6,0.5657761096954346
1,0,28,6,0.7286309599876404
1,1,30,6,0.8567923605442047
1,1,32,6,0.9007396399974823
1,1,34,6,0.866298645734787
1,1,36,6,0.971652090549469
1,1,38,6,0.9774312376976013
1,1,40,6,0.9750130772590637
1,1,42,6,0.9555581510066986
1,1,44,6,0.9419467449188232
1,1,46,6,0.9596333801746368
1,1,48,6,0.9795958399772644
1,1,50,6,0.9879571497440338
1,1,52,6,0.9893538057804108
1,1,54,6,0.9832623898983002
1,1,56,6,0.9894871115684509
1,1,58,6,0.9892565011978149
1,1,60,6,0.987324982881546
1,1,62,6,0.9866031110286713
1,1,64,6,0.9852725863456726
1,1,66,6,0.9870537519454956
1,1,68,6,0.9964200854301453
1,1,70,6,0.9973400235176086
1,0,0,7,0.001642233255552128
1,0,2,7,0.019924374297261238
1,0,4,7,0.27568981796503067
1,0,6,7,0.04591619782149792
1,0,8,7,0.05736708268523216
1,0,10,7,0.0729093886911869
1,0,12,7,0.06803944520652294
1,0,14,7,0.04371119290590286
1,0,16,7,0.42857369780540466
1,0,18,7,0.06120171211659908
1,0,20,7,0.18158981949090958
1,0,22,7,0.04819665849208832
1,0,24,7,0.24233029782772064
1,0,26,7,0.5096546709537506
1,0,28,7,0.455936998128891
1,1,30,7,0.06107116863131523
1,1,32,7,0.14821415394544601
1,1,34,7,0.8603601157665253
1,1,36,7,0.7203703820705414
1,1,38,7,0.33641837537288666
1,1,40,7,0.44682055711746216
1,1,42,7,0.7864513099193573
1,1,44,7,0.9732663035392761
1,1,46,7,0.9540923237800598
1,1,48,7,0.9159769415855408
1,1,50,7,0.27229608595371246
1,1,52,7,0.7398655116558075
1,1,54,7,0.809451162815094
1,1,56,7,0.8484905362129211
1,1,58,7,0.9566167294979095
1,1,60,7,0.9752528369426727
1,1,62,7,0.915626585483551
1,1,63,7,0.971796065568924
1,1,64,7,0.9490502774715424
1,1,65,7,0.9341179132461548
1,1,66,7,0.9576963782310486
1,1,67,7,0.9468897879123688
1,1,68,7,0.9541832804679871
1,1,69,7,0.9517565965652466
1,1,70,7,0.9407566785812378
1,1,71,7,0.9792826771736145
2,0,0,0,0.6188434660434723
2,0,2,0,0.5142517387866974
2,0,4,0,0.24957099556922913
2,0,6,0,0.11968561261892319
2,0,8,0,0.626717209815979
2,0,10,0,0.7338964343070984
2,0,12,0,0.8260400295257568
2,0,14,0,0.4549926221370697
2,0,16,0,0.8206060528755188
2,0,18,0,0.9158008098602295
2,0,20,0,0.9370461106300354
2,0,22,0,0.8557584583759308
2,0,24,0,0.5471304059028625
2,0,26,0,0.15517795085906982
2,0,28,0,0.3842988908290863
2,1,30,0,0.7015011608600616
2,1,32,0,0.8047110438346863
2,1,33,0,0.5697461664676666
2,1,34,0,0.8500606417655945
2,1,35,0,0.9781453609466553
2,1,36,0,0.9436294734477997
2,1,37,0,0.9360536932945251
2,1,38,0,0.9846276938915253
2,1,39,0,0.9760465323925018
2,1,40,0,0.9901897013187408
2,1,41,0,0.9901654124259949
2,1,42,0,0.981748104095459
2,1,43,0,0.9848044514656067
2,1,44,0,0.9808992445468903
2,1,45,0,0.9902872741222382
2,0,0,1,0.09119011461734772
2,0,2,1,0.16557475924491882
2,0,4,1,0.009040033677592874
2,0,6,1,0.0973646491765976
2,0,8,1,0.04525274597108364
2,0,10,1,0.046251699328422546
2,0,12,1,0.2131708860397339
2,0,14,1,0.15495434030890465
2,0,16,1,0.3774436414241791
2,0,18,1,0.294984370470047
2,0,20,1,0.07389588840305805
2,0,22,1,0.3055537939071655
2,0,24,1,0.3581323027610779
2,0,26,1,0.2727462649345398
2,0,28,1,0.5673360526561737
2,1,30,1,0.7048859894275665
2,1,32,1,0.8631166815757751
2,1,33,1,0.9373149871826172
2,1,34,1,0.9061020612716675
2,1,35,1,0.826685756444931
2,1,36,1,0.8166513442993164
2,1,37,1,0.9741784036159515
2,1,38,1,0.9715293943881989
2,1,39,1,0.9355501234531403
2,1,40,1,0.9386855661869049
2,1,41,1,0.9658846259117126
2,1,42,1,0.9777756631374359
2,1,43,1,0.9652265012264252
2,1,44,1,0.8318251371383667
2,1,45,1,0.9756032526493073
2,1,46,1,0.9838580787181854
2,1,47,1,0.9816996455192566
2,1,48,1,0.9858244359493256
2,1,49,1,0.9900548756122589
2,0,0,2,0.5627789795398712
2,0,2,2,0.08754990249872208
2,0,4,2,0.10066182911396027
2,0,6,2,0.04875263385474682
2,0,8,2,0.2845710217952728
2,0,10,2,0.04329891037195921
2,0,12,2,0.08044217340648174
2,0,14,2,0.13631190359592438
2,0,16,2,0.23366297036409378
2,0,18,2,0.13620557263493538
2,0,20,2,0.32759852707386017
2,0,22,2,0.14709534123539925
2,0,24,2,0.43936285376548767
2,0,26,2,0.45567040145397186
2,0,28,2,0.8018454015254974
2,1,30,2,0.3144790530204773
2,1,32,2,0.7572763562202454
2,1,34,2,0.6954225897789001
2,1,36,2,0.37254609167575836
2,1,38,2,0.21706432849168777
2,1,40,2,0.6483095288276672
2,1,42,2,0.8809803128242493
2,1,44,2,0.9644885361194611
2,1,46,2,0.9515326023101807
2,1,48,2,0.9209092259407043
2,1,50,2,0.798301637172699
2,1,52,2,0.7943190336227417
2,1,54,2,0.8612766861915588
2,1,56,2,0.9566931426525116
2,1,58,2,0.975437730550766
2,1,60,2,0.9482353627681732
2,1,62,2,0.9692488312721252
2,1,64,2,0.9810352623462677
2,1,66,2,0.9856685996055603
2,1,68,2,0.9896893799304962
2,1,70,2,0.9919243454933167
2,1,72,2,0.9938183724880219
2,1,73,2,0.9989060461521149
2,1,74,2,0.9966514110565186
2,1,75,2,0.9776864349842072
2,1,76,2,0.9857381284236908
2,0,0,3,0.048185084015131
2,0,2,3,0.21904553472995758
2,0,4,3,0.10284391418099403
2,0,6,3,0.08213401213288307
2,0,8,3,0.03716893680393696
2,0,10,3,0.37262701988220215
2,0,12,3,0.07533574663102627
2,0,14,3,0.43952609598636627
2,0,16,3,0.3846725821495056
2,0,18,3,0.08693129196763039
2,0,20,3,0.14671149849891663
2,0,22,3,0.13326644897460938
2,0,24,3,0.04837456624954939
2,0,26,3,0.08981569483876228
2,0,28,3,0.1521807797253132
2,1,30,3,0.1245788186788559
2,1,32,3,0.7545145750045776
2,1,34,3,0.07336614839732647
2,0,0,4,0.044117990881204605
2,0,2,4,0.014951594639569521
2,0,4,4,0.026671635918319225
2,0,6,4,0.05141272395849228
2,0,8,4,0.07071536406874657
2,0,10,4,0.052353836596012115
2,0,12,4,0.09699504263699055
2,0,14,4,0.4375058114528656
2,0,16,4,0.2998049259185791
2,0,18,4,0.1528971754014492
2,0,20,4,0.1294339820742607
2,0,22,4,0.02421058714389801
2,0,24,4,0.01205563498660922
2,0,26,4,0.003726834780536592
2,0,28,4,0.14444691687822342
2,1,30,4,0.4326063543558121
2,1,32,4,0.6147089600563049
2,1,34,4,0.4402133822441101
2,1,36,4,0.5229540169239044
2,1,38,4,0.1992354765534401
2,1,40,4,0.4669848829507828
2,1,42,4,0.654046893119812
2,1,44,4,0.3519655019044876
2,1,46,4,0.6002169847488403
2,1,48,4,0.8500351309776306
2,1,50,4,0.8585107922554016
2,1,52,4,0.5261442810297012
2,1,54,4,0.5820504128932953
2,1,56,4,0.6108033359050751
2,1,58,4,0.8695472180843353
2,1,60,4,0.8624559342861176
2,1,61,4,0.5864584147930145
2,1,62,4,0.6576274335384369
2,1,63,4,0.8923344910144806
2,1,64,4,0.8975802958011627
2,1,65,4,0.8796653747558594
2,1,66,4,0.7793384194374084
2,1,67,4,0.9607243835926056
2,1,68,4,0.89345383644104
2,1,69,4,0.7443953156471252
2,1,70,4,0.575769305229187
2,1,71,4,0.8204384744167328
2,1,72,4,0.8768669962882996
2,1,73,4,0.8186652362346649
2,0,0,5,0.014525109436362982
2,0,2,5,0.006357872858643532
2,0,4,5,0.1517474129796028
2,0,6,5,0.07346029207110405
2,0,8,5,0.037823621183633804
2,0,10,5,0.04357883892953396
2,0,12,5,0.10864588245749474
2,0,14,5,0.018577038310468197
2,0,16,5,0.0794263705611229
2,0,18,5,0.11120812222361565
2,0,20,5,0.47769396007061005
2,0,22,5,0.24006716161966324
2,0,24,5,0.10312801226973534
2,0,26,5,0.6309933513402939
2,0,28,5,0.07514536753296852
2,1,30,5,0.2471059411764145
2,1,32,5,0.5434543341398239
2,1,34,5,0.6271083652973175
2,1,36,5,0.6947096586227417
2,1,38,5,0.13384536653757095
2,1,40,5,0.08567444607615471
2,1,42,5,0.785072535276413
2,1,44,5,0.9024589359760284
2,1,46,5,0.7410697937011719
2,1,48,5,0.3808290660381317
2,1,50,5,0.718520313501358
2,1,51,5,0.6767517626285553
2,1,52,5,0.8814523816108704
2,1,53,5,0.6644500195980072
2,1,54,5,0.9207451641559601
2,1,55,5,0.9674658179283142
2,1,56,5,0.9326496720314026
2,1,57,5,0.9417032599449158
3,0,0,0,0.03526249201968312
3,0,2,0,0.0858684591948986
3,0,4,0,0.03448104113340378
3,0,6,0,0.04066083021461964
3,0,8,0,0.3296193554997444
3,0,10,0,0.14484339207410812
3,0,12,0,0.11992891877889633
3,0,14,0,0.08349159173667431
3,0,16,0,0.13239537179470062
3,0,18,0,0.10449110716581345
3,0,20,0,0.18577829748392105
3,0,22,0,0.29714563488960266
3,0,24,0,0.005530909169465303
3,0,26,0,0.026969107799232006
3,0,28,0,0.021159160882234573
3,1,30,0,0.3532169908285141
3,1,32,0,0.7297656238079071
3,1,34,0,0.327593594789505
3,1,36,0,0.8664815425872803
3,1,38,0,0.9288437068462372
3,1,40,0,0.9595208466053009
3,1,42,0,0.8516915142536163
3,1,44,0,0.8878279030323029
3,1,46,0,0.7885558307170868
3,1,48,0,0.9735602140426636
3,1,50,0,0.9771448075771332
3,1,52,0,0.9615902900695801
3,1,54,0,0.9513867497444153
3,1,56,0,0.8729223310947418
3,1,58,0,0.9479528367519379
3,1,60,0,0.971918910741806
3,1,62,0,0.9879352152347565
3,1,63,0,0.9985270798206329
3,1,64,0,0.9961481988430023
3,1,65,0,0.9972144067287445
3,1,66,0,0.9939838945865631
3,0,0,1,0.0013524842797778547
3,0,2,1,0.003767015179619193
3,0,4,1,0.009914978640154004
3,0,6,1,0.007704142015427351
3,0,8,1,0.044598428532481194
3,0,10,1,0.030031971633434296
3,0,12,1,0.03865938261151314
3,0,14,1,0.06926879659295082
3,0,16,1,0.06212628819048405
3,0,18,1,0.0689887423068285
3,0,20,1,0.2765597924590111
3,0,22,1,0.16062407940626144
3,0,24,1,0.33677177876234055
3,0,26,1,0.8527455031871796
3,0,28,1,0.7903492748737335
3,1,30,1,0.610117495059967
3,1,32,1,0.5477742701768875
3,1,34,1,0.3761252909898758
3,1,36,1,0.936628520488739
3,1,38,1,0.9556070268154144
3,1,40,1,0.9085054397583008
3,1,41,1,0.3504015952348709
3,1,42,1,0.20497862249612808
3,1,43,1,0.9406470060348511
3,1,44,1,0.9211428761482239
3,1,45,1,0.8418241441249847
3,1,46,1,0.9203668236732483
3,1,47,1,0.993130624294281
3,1,48,1,0.9967135787010193
3,1,49,1,0.9961132705211639
3,1,50,1,0.983496367931366
3,1,51,1,0.9896679818630219
3,1,52,1,0.997927337884903
3,0,0,2,0.004810097394511104
3,0,2,2,0.03659407515078783
3,0,4,2,0.059323713183403015
3,0,6,2,0.06607919000089169
3,0,8,2,0.09949794411659241
3,0,10,2,0.07044510543346405
3,0,12,2,0.05342564545571804
3,0,14,2,0.12339168041944504
3,0,16,2,0.10103661566972733
3,0,18,2,0.06955666467547417
3,0,20,2,0.02990713808685541
3,0,22,2,0.17228004336357117
3,0,24,2,0.1535569429397583
3,0,26,2,0.814576655626297
3,0,28,2,0.4865553230047226
3,1,30,2,0.46047118306159973
3,1,32,2,0.9232442378997803
3,1,34,2,0.9144769310951233
3,1,36,2,0.9596142768859863
3,1,38,2,0.9663838446140289
3,1,40,2,0.8600898385047913
3,1,42,2,0.9284870326519012
3,1,44,2,0.9845549166202545
3,1,46,2,0.993084579706192
3,1,48,2,0.978525698184967
3,1,50,2,0.9723953008651733
3,1,52,2,0.9820260107517242
3,1,54,2,0.9241308867931366
3,1,56,2,0.9867001175880432
3,1,58,2,0.8248142898082733
3,1,60,2,0.9787256717681885
3,1,62,2,0.9865424633026123
3,1,64,2,0.985232949256897
3,1,66,2,0.9958372116088867
3,1,67,2,0.9943466484546661
3,1,68,2,0.9912728667259216
3,1,69,2,0.9960162937641144
3,1,70,2,0.9952487051486969
3,0,0,3,0.35178355872631073
3,0,2,3,0.5222489833831787
3,0,4,3,0.028579074889421463
3,0,6,3,0.026004071347415447
3,0,8,3,0.3178147077560425
3,0,10,3,0.029120389372110367
3,0,12,3,0.010600966401398182
3,0,14,3,0.034187802113592625
3,0,16,3,0.0031809944193810225
3,0,18,3,0.06979602016508579
3,0,20,3,0.04858877323567867
3,0,22,3,0.10087423399090767
3,0,24,3,0.047844789922237396
3,0,26,3,0.318951278924942
3,0,28,3,0.07095369696617126
3,1,30,3,0.20144500583410263
3,1,32,3,0.692108154296875
3,1,33,3,0.8448547422885895
3,1,34,3,0.6033993363380432
3,1,35,3,0.856128990650177
3,1,36,3,0.9836522042751312
3,1,37,3,0.9955922365188599
3,1,38,3,0.9971835017204285
3,1,39,3,0.9928830862045288
3,1,40,3,0.9980089962482452
3,1,41,3,0.9924808144569397
3,1,42,3,0.9916425049304962
3,1,43,3,0.976592481136322
3,1,44,3,0.8871545195579529
3,1,45,3,0.9532608091831207
3,1,46,3,0.9690986275672913
3,0,0,4,0.0195248294621706
3,0,2,4,0.03282662574201822
3,0,4,4,0.003069273545406759
3,0,6,4,0.003958412795327604
3,0,8,4,0.027170167304575443
3,0,10,4,0.04415863938629627
3,0,12,4,0.020870328415185213
3,0,14,4,0.020620031282305717
3,0,16,4,0.038652168586850166
3,0,18,4,0.1961103081703186
3,0,20,4,0.03813857212662697
3,0,22,4,0.19478286430239677
3,0,24,4,0.35798977315425873
3,0,26,4,0.6729693114757538
3,0,28,4,0.9189465641975403
3,1,30,4,0.5700971186161041
3,1,32,4,0.9814842343330383
3,1,34,4,0.9854211211204529
3,1,36,4,0.9794059693813324
3,1,38,4,0.9611254632472992
3,1,40,4,0.9263841509819031
3,1,42,4,0.7556652128696442
3,1,44,4,0.9466327726840973
3,1,46,4,0.9516202211380005
3,0,0,5,0.08217192441225052
3,0,2,5,0.009574371622875333
3,0,4,5,0.01638723723590374
3,0,6,5,0.007732764119282365
3,0,8,5,0.015870725270360708
3,0,10,5,0.04307932127267122
3,0,12,5,0.13741734623908997
3,0,14,5,0.15808799862861633
3,0,16,5,0.1666744127869606
3,0,18,5,0.17430684715509415
3,0,20,5,0.013314229901880026
3,0,22,5,0.021323997527360916
3,0,24,5,0.4461377263069153
3,0,26,5,0.7220077812671661
3,0,28,5,0.6641171276569366
3,1,30,5,0.3573022931814194
3,1,32,5,0.2044452503323555
3,1,33,5,0.8804356753826141
3,1,34,5,0.9455482661724091
3,1,35,5,0.9840565323829651
3,1,36,5,0.9954594373703003
3,1,37,5,0.9704770445823669
3,1,38,5,0.9869396090507507
3,1,39,5,0.9497744739055634
3,1,40,5,0.9534032344818115
3,1,41,5,0.9751319587230682
3,1,42,5,0.981282502412796
3,1,43,5,0.9464907944202423
3,1,44,5,0.9329306781291962
3,1,45,5,0.9015921950340271
3,1,46,5,0.9706524312496185
3,1,47,5,0.9825233817100525
3,1,48,5,0.9804775714874268
3,1,49,5,0.9887144267559052
3,1,50,5,0.9880581200122833
3,0,0,6,0.7592810690402985
3,0,2,6,0.3209598883986473
3,0,4,6,0.08630024641752243
3,0,6,6,0.06346816197037697
3,0,8,6,0.06531226076185703
3,0,10,6,0.14230450987815857
3,0,12,6,0.04669911041855812
3,0,14,6,0.04197956994175911
3,0,16,6,0.4444971829652786
3,0,18,6,0.03913326933979988
3,0,20,6,0.11574852094054222
3,0,22,6,0.33963750302791595
3,0,24,6,0.4039235860109329
3,0,26,6,0.3710351437330246
3,0,28,6,0.202812060713768
3,1,30,6,0.351819783449173
3,1,32,6,0.442609503865242
3,1,34,6,0.097804706543684
3,1,36,6,0.3647296577692032
3,1,38,6,0.9171392619609833
3,1,40,6,0.7858189344406128
3,1,42,6,0.7519005239009857
3,1,44,6,0.8664754629135132
3,1,46,6,0.8148514926433563
3,1,48,6,0.9101303219795227
3,1,50,6,0.9794202148914337
3,1,52,6,0.9958286583423615
3,1,54,6,0.9982150793075562
3,1,56,6,0.9974621832370758
3,1,58,6,0.9940317571163177
3,1,60,6,0.9868392050266266
3,1,61,6,0.9846152067184448
3,1,62,6,0.9772802293300629
4,0,0,0,0.004513434832915664
4,0,2,0,0.011208330048248172
4,0,4,0,0.003140553832054138
4,0,6,0,0.007916973205283284
4,0,8,0,0.012353412806987762
4,0,10,0,0.006153604714199901
4,0,12,0,0.020268060266971588
4,0,14,0,0.030220288783311844
4,0,16,0,0.04035170562565327
4,0,18,0,0.1131400391459465
4,0,20,0,0.08261366188526154
4,0,22,0,0.10553682781755924
4,0,24,0,0.20559455454349518
4,0,26,0,0.25090421736240387
4,0,28,0,0.23863535374403
4,1,30,0,0.39033304154872894
4,1,31,0,0.934836208820343
4,1,32,0,0.9547026753425598
4,1,33,0,0.9610928297042847
4,1,34,0,0.9861184656620026
4,1,35,0,0.996069997549057
4,1,36,0,0.9939849078655243
4,1,37,0,0.9836871325969696
4,1,38,0,0.9920510947704315
4,1,39,0,0.9817197918891907
4,1,40,0,0.999683290719986
4,1,41,0,0.9884054362773895
4,1,42,0,0.9964183270931244
4,1,43,0,0.9811418652534485
4,1,44,0,0.9873194396495819
4,1,45,0,0.9649929702281952
4,0,0,1,0.050671352073550224
4,0,2,1,0.01458262698724866
4,0,4,1,0.022656775079667568
4,0,6,1,0.03490453213453293
4,0,8,1,0.006859202636405826
4,0,10,1,0.009264880092814565
4,0,12,1,0.0026386884273961186
4,0,14,1,0.01125556300394237
4,0,16,1,0.0070576854050159454
4,0,18,1,0.028864126652479172
4,0,20,1,0.011624926701188087
4,0,22,1,0.014518222771584988
4,0,24,1,0.012357497587800026
4,0,26,1,0.3101811930537224
4,0,28,1,0.39609967172145844
4,1,30,1,0.9175629913806915
4,1,32,1,0.9607861340045929
4,1,34,1,0.9908851087093353
4,1,36,1,0.999950647354126
4,1,37,1,0.9966350793838501
4,1,38,1,0.9922655522823334
4,1,39,1,0.9941939115524292
4,1,40,1,0.9848611056804657
4,1,41,1,0.9657028913497925
4,1,42,1,0.988448977470398
4,1,43,1,0.9993239045143127
4,1,44,1,0.9953477084636688
4,1,45,1,0.9955449104309082
4,1,46,1,0.9964741170406342
4,1,47,1,0.9737334251403809
4,0,0,2,0.022792058065533638
4,0,2,2,0.004144947626627982
4,0,4,2,0.017891498282551765
4,0,6,2,0.015017536468803883
4,0,8,2,0.012004834599792957
4,0,10,2,0.017842766363173723
4,0,12,2,0.0058347254525870085
4,0,14,2,0.0060029891319572926
4,0,16,2,0.008336474187672138
4,0,18,2,0.05402047373354435
4,0,20,2,0.0695054791867733
4,0,22,2,0.018092825077474117
4,0,24,2,0.0016090147546492517
4,0,26,2,0.022028395906090736
4,0,28,2,0.1544318050146103
4,1,30,2,0.8186545968055725
4,1,32,2,0.6877680122852325
4,1,33,2,0.05204816721379757
4,1,34,2,0.99012091755867
4,1,35,2,0.9666059017181396
4,1,36,2,0.905722439289093
4,1,37,2,0.9896639287471771
4,1,38,2,0.6510242819786072
4,1,39,2,0.9574259221553802
4,1,40,2,0.9942495226860046
4,1,41,2,0.9816878736019135
4,1,42,2,0.9159213006496429
4,1,43,2,0.9856566786766052
4,1,44,2,0.9947539269924164
4,0,0,3,0.04688124917447567
4,0,2,3,0.01720735803246498
4,0,4,3,0.011694019194692373
4,0,6,3,0.037696028128266335
4,0,8,3,0.01671627350151539
4,0,10,3,0.018920740112662315
4,0,12,3,0.011939817108213902
4,0,14,3,0.007660446921363473
4,0,16,3,0.036474970169365406
4,0,18,3,0.024569712579250336
4,0,20,3,0.00430050294380635
4,0,22,3,0.020214049145579338
4,0,24,3,0.009226923808455467
4,0,26,3,0.17610334604978561
4,0,28,3,0.6042279303073883
4,1,30,3,0.7165066599845886
4,1,32,3,0.3285054415464401
4,1,34,3,0.9351525604724884
4,1,36,3,0.975456178188324
4,1,38,3,0.9877156019210815
4,1,40,3,0.9652654826641083
4,1,42,3,0.9790026247501373
4,1,44,3,0.8758450150489807
4,1,46,3,0.9666819274425507
4,1,48,3,0.6195176839828491
4,1,50,3,0.8044051229953766
4,1,52,3,0.868661642074585
4,1,54,3,0.9692376255989075
4,1,56,3,0.9759364128112793
4,1,58,3,0.9839823246002197
4,1,60,3,0.9841788709163666
4,1,62,3,0.9954178631305695
4,1,63,3,0.9996855854988098
4,1,64,3,0.989214688539505
4,1,65,3,0.9529256522655487
4,1,66,3,0.9735945165157318
4,1,67,3,0.9745115041732788
4,0,0,4,0.4397496432065964
4,0,2,4,0.14949974417686462
4,0,4,4,0.0029399848426692188
4,0,6,4,0.028497706167399883
4,0,8,4,0.014421795029193163
4,0,10,4,0.014443864114582539
4,0,12,4,0.03163459710776806
4,0,14,4,0.01695063803344965
4,0,16,4,0.04719099961221218
4,0,18,4,0.04676586762070656
4,0,20,4,0.12776245921850204
4,0,22,4,0.02206865604966879
